NAME	SMILE Format
Islanditoxin; A II	O=C(NC(C1=CC=CC=C1)CC(NC2CC)=O)C([C@H]3Cl)N(C[C@@H]3Cl)C(C(CO)NC(C(CO)NC2=O)=O)=O
84-B-3	O=C1N[C@@H]([C@@H](O[C@@H]2CO)O[C@H]3[C@@H](CO)OC([C@H](O)[C@H]3O)N(C(CO)C4O)C(C(O)C(O)C1O)C4O)[C@H](O)[C@H]2O
Antibiotic IC 202A	NCCCCCN(O)C(CCC(NCCCCCN(C(CCC(NCCCCC/[N+]([O-])=C/CCC)=O)=O)O)=O)=O
Nephilatoxin 1	O=C(NC(CC(N)=O)C(NCCCCCNC(CCNCCCCNCCCN)=O)=O)CC1=CNC2=C1C=CC=C2
Fusarochromanone	NC1=C2C(CC(C)(OC2=CC=C1C(CC(NC(C)=O)COC(CCCCCCCCCCCCC(C)C)=O)=O)C)=O
Cryptophycin 6	OC(C(C1=CC=CC=C1)O2)C(C)C2C/C=C/C(NC(C(NCC(C(OC)=O)C)=O)CC3=CC=C(OC)C(Cl)=C3)=O
Theopederin B	C=C1C(C)C(C)OC(C(O)C(NC2OCOC3C2OC(CC(O)CCCC(OC)=O)C(C)(C)C3OC)=O)(OC)C1
Dolastatin-D	O=C([C@H](C(C)C)OC1=O)N(C)[C@@H](C(C)C)C(O[C@@H](CC2=CC=CC=C2)C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C)[C@H]1C)=O)=O)=O
Leualacin	CC(C)CC(C(OC(C(N1C)=O)CC(C)C)=O)NC(C(OC(CCNC(C1CC2=CC=CC=C2)=O)=O)CC(C)C)=O
Amphibine A	CC(C(C1NC(C(N(C)C)CC2=CNC3=CC=CC=C23)=O)OC4=CC=C(/C=C\NC(C(NC1=O)C(CC)C)=O)C=C4)C
Discarine B	O=C(C(NC(C(C(C)CC)N(C)C)=O)C(C(C)C)O1)NC(CC2=CNC3=C2C=CC=C3)C(N/C=C\C4=CC=C1C=C4)=O
^b,^b-Ergoannam	CCC(C)C1N(C(C2CCCN2C1=O)=O)C(C(C(CC)C)NC(C3CN(C)C4C(C5=C6C(NC=C6C4)=CC=C5)=C3)=O)=O
Nummularine K	O=C(NC1CC(C)C)C(NC(C(CC2=CNC3=C2C=CC=C3)N(C)C)=O)C(C(C)C)OC4=CC=C(/C=C\NC1=O)C=C4
Texensine	CC(C)CC(C(NC(C(NC1CC2=CNC3=C2C=CC=C3)=O)C(C(C)C)OC4=CC=C(/C=C\NC1=O)C=C4)=O)N(C)C
3'-Chloro-3'-deoxybutirosin A	O=C([C@@H](O)CCN)N[C@H](C1)[C@H](O)[C@@H](O[C@H](O[C@@H]2CO)[C@H](O)[C@H]2O)[C@@H]([C@H]1N)O[C@@H](O[C@H](CN)[C@H]3O)[C@H](N)[C@H]3Cl
Ribostamycin	OC(C1OC2OC(C(C2O)O)CO)C(NC(C(O)CCN)=O)CC(C1OC(C(C3Cl)N)OC(C3O)CN)N
Dysidenin	ClC(Cl)(Cl)C(C)CC(N(C)C(CC(C)C(Cl)(Cl)Cl)C(NC(C(C)C)C1=NC=CS1)=O)=O
Microginin 91A	OC(C(CCCCCCCCl)N)C(NC(C(C)CC)C(N(C)C(CC(C)C)C(N1CCCC1C(O)=O)=O)=O)=O
Foroxymithine	O=CN(O)CCCC(NC(C)=O)C(NC(CO)C(N(O)CCCC1NC(C(NC1=O)CCCN(O)C=O)=O)=O)=O
Viridiofungin A	CCCCCCCC(CCCCCC/C=C/C(C(NC(C(O)=O)CC1=CC=CC=C1)=O)C(O)(C(O)=O)CC(O)=O)=O
Detoxin D<p2>1<p0>	OC(CC(OC(C(NC(C(CC)C)=O)CC1=CC=CC=C1)=O)C2C(CCN2C(C(C(C)C)N)=O)OC(CCC)=O)=O
Mauritine A	O=C1N/C=C\C2=CC=C(C=C2)OC3CCN(C(C(C(C)C)NC(C(C)N(C)C)=O)=O)C3C(NC1CC4=CC=CC=C4)=O
Carolisterol A	OC12CC(O)CCC1(C3CCC(C)(C4C(C)CCC(NC(CO)CS(=O)(O)=O)=O)C(C3CC2=O)C(C4O)O)C
Peritoxin A	CC(O)CC(Cl)C(C1C(C(O)=O)Cl)(Cl)C1C(NC(CC(O)=O)C(NC2C(NCC(N)CC2O)=O)=O)=O
Sulfobacin B	OC(C(CS(=O)(O)=O)NC(CCCCCCCCCCCC(C)C)=O)CCCCCCCCCCCC(C)C
Monobactam-XI; M 138; SQ 26812	O=C([C@](NC([C@H](NC(C)=O)C(C(C=C1)=CC=C1OS(=O)(O)=O)OS(=O)(O)=O)=O)(OC)C2)N2S(=O)(O)=O
Antibiotic M 138	OS(OC1=CC=C(C(OS(=O)(O)=O)C(C(NC2(CN(S(=O)(O)=O)C2=O)OC)=O)NC(C)=O)C=C1)(=O)=O
Ravidomycin	OC1C(NC(C)=O)C(OC(C)=O)C(C)OC1C2=C(C(O3)=C(C=C4OC)C5=C(C=C(C=C)C=C5OC)C3=O)C4=C(O)C=C2
Saframycin Y<p2>D-1<p0>	O=C(C(OC)=C1C)C(C(N2C)C(N3C4CNC(C(CC)N)=O)CC(C(C(C)=C5OC)=O)=C4C5=O)=C(CC2C3C#N)C1=O
Destruxin A	O=C(N(C)C(C)C(NCC1)=O)C(C(C)C)N(C)C(C(C(C)CC)NC([C@@]2([H])N(CCC2)C([C@](CC=C)([H])OC1=O)=O)=O)=O
Carolisterol A	OC12CC(O)CCC1(C3CCC(C)(C4C(C)CCC(NC(CO)CS(=O)(O)=O)=O)C(C3CC2O)C(C4O)O)C
Haterumalide NE	C/C(C(C1)OC(C)=O)=C/C/C=C(Cl)/CCC2CC(OC1=O)C(C(O)/C=C(CC(NCCS(=O)(O)=O)=O)\C)O2
Nostoginin BN578	CCCCCC(N)C(O)C(NC(C(C)C)C(N(C)C(C(CC)C)C(N(C)C(CC1=CC=C(O)C=C1)C(O)=O)=O)=O)=O
Denticin A	[O-]S(OC1=CC=C(COC(C(NC(C(CC2=CC=CC=C2)[N+](C)(C)C)=O)CC3=CNC4=C3C=CC=C4)=O)C=C1)(=O)=O
Destruxins	O=C(C(CC1CO1)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(NC2=O)C(C)C)=O)=O)=O)=O)N3C2CCC3
Integerrine	O=C1C(CC2=CNC3=C2C=CC=C3)NC(C(NC(C(C(C)C)NC)=O)C(C4=CC=CC=C4)OC5=CC=C(/C=C\N1)C=C5)=O
Destruxins	O=C(C(CC(C)C)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(C(C)C)N1)=O)=O)=O)=O)N(CCC2)C2C1=O
Apicidin	O=C(NC(CCCCCC(CC)=O)C1=O)C2N(CCC2)C(C(C(CC)C)NC(C(CC3=CNC4=C3C=CC=C4)N1)=O)=O
Seragamide A	ClC1=CC(CC(C(NC(C(OC(CC(C)/C=C(C)/CC(C(NC2C)=O)C)C)=O)C(O)C)=O)N(C)C2=O)=CC=C1O
Geodiamolide D	BrC1=CC(CC(NC(C(NC2=O)C)=O)C(NC(C)C(OC(C)CC(C)/C=C(C)/CC2C)=O)=O)=CC=C1O
Pithomycolide	O=C(OC(C(C)C)C(N(C)C(C)C(NC(C(C)C)C(OC(C1)C2=CC=CC=C2)=O)=O)=O)CC(C3=CC=CC=C3)OC1=O
Hordatine B	O=C(C1C(OC2=C(OC)C=C(/C=C\C(NCCCCNC(N)=N)=O)C=C21)C3=CC=C(O)C=C3)NCCCCNC(N)=N
Antibiotic WSS 2220	O=C(C(CC1=CC=CC=C1)NC(C(C(C(C)=O)CS(=O)(O)=O)N2)=O)NC(C(NC(C(C)CC)C2=O)=O)C(CC)C
Oscillaginin A	CCCCCCCC(N)C(O)C(NC(CO)C(N(C)C(C(C)C)C(NC(C(O)=O)CCC1=CC=C(O)C=C1)=O)=O)=O
Bacillaene	O=C(N/C(C)=C/C=C/C=C/C(C)C(O)=O)CC(/C(C)=C\C=C/C=C(C)/C=C/C=C\C=C\CNC(C(O)CC(C)C)=O)O
Isariins	CC(C)CC(NC(C(C(C)C)NC(CN1)=O)=O)C(NC(C)C(NC(CC)C(OC(CCCCCC)CC1=O)=O)=O)=O
Isariins	CC(C)CC(NC(C(C(C)C)NC(CN1)=O)=O)C(NC(C)C(NC(C(C)C)C(OC(CCCCC)CC1=O)=O)=O)=O
Myxovirescin E	O=C([C@H]1C)O[C@@H](CCC)C(NC[C@@H](O)C[C@H](O)[C@H](O)CC/C(COC)=C/C=C/[C@H](CC)CCCC(CCCC1)=O)=O
Myxovirescin G<p2>1<p0>	CC(C(OC(C(NCC(CC1O)O)=O)CCC)=O)CC(CCCCCCC(CC)/C=C/C=C(COC)\CCC1O)C
2-Amino-1,3-octadecanediol	CCCCCCCCCCCCCCCC(O)C(NC(C(O)/C=C/CCCCCCCCCCCCCC)=O)CO
Aralionine A	CN(C)C(C(CC)C)C(NC1C(NC(C(C2=CC=CC=C2)=O)C(N/C=C\C3=CC=C(OC1C4=CC=CC=C4)C=C3)=O)=O)=O
Jubanine B	COC1=C(/C=C/NC(C(N2)CC3=CC=CC=C3)=O)C=C(OC(CCN4C(C(N(C)C)CC5=CC=CC=C5)=O)C4C2=O)C=C1
<h1>Aspergillus niger<h0> Diketopiperazine dimer	O=C(C(C(C)C)N1)N2C3NC4=C(C3(C56C7=C(NC5N(C(C(CC(C)C)NC8=O)=O)C8C6)C=CC=C7)CC2C1=O)C=CC=C4
Hydroxypseudomonic acid-C amide	O=C(NCCC1)C1NC(CCCCCCCOC(/C=C(C)/[C@H](O)[C@H](OC[C@@H]2C/C=C/[C@@H](C)[C@H](C)O)[C@H](O)[C@@H]2O)=O)=O
Bengamide Z	CC(C)/C=C/C(OC(CCCCCCCCCCCCC)=O)C(O)C(O)C(OC)C(NC1C(N(C)CCCC1)=O)=O
Antibiotic A 500359A	OC1=NC(N(C2OC(C(C(N)=O)OC3C(O)C(O)C=C(C(NC4CCCC(C)NC4=O)=O)O3)C(OC)C2O)C=C1)=O
Zizyphine K	O=C(C1N2CCC1)N/C=C\C3=CC(OC4CCN(C(C(NC(C(N(C)C)C(C)C)=O)C(C)CC)=O)C4C2=O)=CC=C3O
Antibiotic 1656G	O=CC(NC(C(CCC(N)=O)NC(C(CC(N)=O)NC(CC(O)CCCCCCCCCCC)=O)=O)=O)CC(C)C
Aplidamide A	O=C(CCNC(CCC/C=C/C=C/C1C(/C=C/C=C/C(OC)=O)C(CCC2)C2C=C1)=O)NCCC3=CNC4=C3C=CC=C4
Saframycin Mx 1	COC(C1=O)=C(C(C2=C1C(N(C3C2OC)C)C(N4C3O)CC(C(C(C)=C5OC)=O)=C(C5=O)C4CNC(C(N)C)=O)=O)C
Acinetoferrin	CCCCC/C=C/C(N(O)CCCNC(CC(O)(C(O)=O)CC(NCCCN(O)C(/C=C/CCCCC)=O)=O)=O)=O
Cyl-1	COC1=CC=C(C=C1)CC2NC(C(CCCCCC(C3OC3)=O)NC(C4N(CCC4)C(C(NC2=O)C(C)CC)=O)=O)=O
Nocardamine	O=C(NCCCCCN(O)C(CCC1=O)=O)CCC(N(O)CCCCCNC(CCC(NCCCCCN1)=O)=O)=O
Aralionine A	O=C(NC1C(C2=CC=CC=C2)O)C(NC(C(N(C)C)C(CC)C)=O)C(C3=CC=CC=C3)OC(C=C4)=CC=C4/C=C\NC1=O
Scutianine D	CC(C)C1C(NC(C(CC2=CC=CC=C2)N(C)C)=O)C(NC(C(O)C3=CC=CC=C3)C(N/C=C\C4=CC=C(O1)C=C4)=O)=O
<h1>N<h0>-Alkylvaline <h1>N<h0>-butylglucosamine esters	OCC1OC(OC(C(NC(CCC/C=C\CCCCCCCCCC)=O)C(C)C)=O)C(NC(CCC)=O)C(O)C1O
Bengamide Z	CC(C)/C=C/C(O)C(O)C(O)C(OC)C(NC1C(NCC(OC(CCCCCCCCCCCCC)=O)CC1)=O)=O
4,5-Dihydroxytryptamine	OC1=C(O)C2=C(NC=C2CCNC(CCCCCCCCCCCCCCCCCCCCCCCCCC)=O)C=C1
Microginin AL584	OC1=CC=C(CC(C(O)=O)NC(C(C(C)C)N(C)C(C(C)NC(C(O)C(N)CCCCCCCCl)=O)=O)=O)C=C1
Kanamycin A	NC(C1OC2OC(C(C(C2O)O)O)CN)CC(NC(C(CCN)O)=O)C(C1O)OC(C(C(N)C3O)O)OC3CO
Nummularine P	O=C(C(C(C)C)NC(C(C)N(C=O)C)=O)N(C12)CCC1OC3=CC(/C=C/NC(C(CC(C)C)NC2=O)=O)=C(C=C3)OC
Sativanine C	COC1=CC=C(OC(CCN2C(C(C(C)C)NC(C(N(C=O)C)C)=O)=O)C2C3=O)C=C1/C=C\NC(C(C(C)CC)N3)=O
Matlystatin A<p2>1<p0>	O=C(N)CC(C(N1C(CCCN1)C(NC(C(CCSCC(C(O)=O)NC(C)=O)=O)C(CC)C)=O)=O)CCCCC
Angiolam A	CC(CCC(C(C(O)C(C)/C=C(C)/C(OC(CCC(C(C1)=O)C)/C=C/C(C)CCC(/C(C)=C/C=C)=O)=O)C)=O)NC1=O
Triseramide	OC1CCC2(C)C(C(O)CC3(O)C2CCC4(C)C3C(O)CC4C(/C=C/C(C)C(C)C(NCCS(=O)(O)=O)=O)C)C1
Astin	O=C(NC(CC)C(N(C1C(NC(C(N2)=O)C(O)C)=O)CC(C1Cl)Cl)=O)CC(C3=CC=CC=C3)NC(C2CO)=O
Polyoxin-K	O=C(NC1=O)N(C=C1)[C@@H]([C@H](O)[C@@H]2O)O[C@@H]2[C@@](NC([C@@H](N)[C@H](O)[C@@H](O)COC(N)=O)=O)([H])C(N3[C@@H](/C(C3)=C/C)C(O)=O)=O
Polyoxin A	O=C(C(C(C(COC(N)=O)O)O)N)NC(C(OC1N2C=CC(NC2=O)=O)C(C1O)O)C(N3C/C(C3C(O)=O)=C\C)=O
Saframycin Mx 1	COC(C(C)=C(C1=C2C(N(C3C1OC)C)C(N4C3O)CC(C(C(C)=C5OC)=O)=C(C5=O)C4CNC(C(N)C)=O)O)=C2O
Demethylenenocardamine	O=C(NCCCCCN(O)C(CCC(NCCCCN(O)C(CC1)=O)=O)=O)CCC(N(O)CCCCCNC1=O)=O
Aerucyclamide D	O=C(C1=CSC2=N1)NC(CCSC)C3=NC(C(NC(C4=NC(C(NC2)=O)C(C)O4)CC5=CC=CC=C5)=O)CS3
Sansalvamide	CC(C)C(NC(C(CC(C)C)O1)=O)C(NC(CC(C)C)C(NC(CC2=CC=CC=C2)C(NC(CC(C)C)C1=O)=O)=O)=O
Pederin	C=C(C1C)CC(C(C(NC(OC)C(OC2CC(OC)COC)CC(C2(C)C)OC(C)=O)=O)OC(C)=O)(OC)OC1C
Depsipeptide 1962A	O=C(NCC(NC(CC(C)C)C(OC(CC(C)C)C1=O)=O)=O)C(NC(C(NC(CN1)=O)C(C)C)=O)CC2=CC=CC=C2
Nummularine R	CC(CC)C(C(N/C=C\C1=C(C=CC(OC2CCN(C23)C(C(N(C)C)CC4=CNC5=C4C=CC=C5)=O)=C1)OC)=O)NC3=O
Sativanine E	CC(C)CC(NC(C1C2CCN1C(C(N(C)C)CC3=CNC4=C3C=CC=C4)=O)=O)C(N/C=C/C5=C(OC)C=CC(O2)=C5)=O
Glycylalanylprolylmethionylphenylalanylvalinamide	NCC(NC(C)C(N1C(CCC1)C(NC(C(C)C)C(NC(CC2=CC=CC=C2)C(NC(C(C)C)C(N)=O)=O)=O)=O)=O)=O
Angiolam A	C=C/C=C(C)/C(O)CCC(C)/C=C/C1CCC(C)C(CC(NC(C)CCC(C(C)C(O)C(C)/C=C(C)/C(O1)=O)=O)=O)=O
Cyclochlorotine	O=C(NC(C(N1C(C(NC(C(O)C)C(NC2CO)=O)=O)C(Cl)C(Cl)C1)=O)CO)CC(C3=CC=CC=C3)NC2=O
Alternaramide	O=C(NC(CC1=CC=CC=C1)C(N2C3CCC2)=O)C4CCCN4C(C(CC5=CC=CC=C5)NC(C(C(C)C)OC3=O)=O)=O
Trapoxin B	O=C(N1CCCC1C(NC2CCCCCC(C3OC3)=O)=O)C(NC(C(NC2=O)CC4=CC=CC=C4)=O)CC5=CC=CC=C5
Xylopyrine C	O=C1N/C=C\C2=CC=C(OC(C3=CC=CC=C3)C(NC(C(CC4=CC=CC=C4)NC)=O)C(NC1CC5=CC=CC=C5)=O)C=C2
Nephilatoxin 1	O=C(C(CC(N)=O)NC(CC1=CNC2=C1C=CC(O)=C2)=O)NCCCCCNC(CCNCCCCNCCCN)=O
1,2-Ethanediamine	O=C(CCCCCCC/C=C/CCCCCCCC)NCCNC(CCCCCCC/C=C/CCCCCCCC)=O
Detoxin D<p2>1<p0>	OC(CC(OC(C(NC(C(CC)C)=O)CC1=CC=CC=C1)=O)C2C(CCN2C(C(C(C)C)N)=O)OC(CC(C)C)=O)=O
Mauritine H	O=C(N1C(C(CC1)OC(C=C2)=CC=C2/C=C\NC(C3CC4=CC=CC=C4)=O)C(N3)=O)C(NC(C(N(C)C)C)=O)CC(C)C
Cruentaren A	O=C1C(C(O)=CC(OC)=C2)=C2CC(O)C(C)C/C=C\CC(C(C)C(O)C(C)C/C=C\CNC(C(C)C(O)CCC)=O)O1
Cruentaren B	COC1=CC2=C(C(OC(C(C)C/C=C\CC(O)C(C)C(O)C(C)C/C=C\CNC(C(C)C(O)CCC)=O)C2)=O)C(O)=C1
Angiolam A	CC(CCC(C(C(O)C(C)/C=C(C)/C(OC(CCC(C(C1)=O)C)/C=C/C(C)CCC(/C(C)=C/CC)O)=O)C)=O)NC1=O
Cryptophycin 4	O=C(C(CC(C)C)OC(C(C)CN1)=O)OC(C/C=C/C(NC(CC2=CC=C(O)C=C2)C1=O)=O)C(C)/C=C/C3=CC=CC=C3
Cyclomicrophylline I	CC1(CO)C(NC(C(C)C)=O)CCC2(C3)C1C=CC4C23CCC5(C)C4(C)CC(OC(C6=CC=CC=C6)=O)C5C(N(C)C)C
Lipogrammistin A	CCC(C(N(CCCCCN(CCCN1)C(C(C)CC)=O)CCCNC(CC1C/C=C/CCCCCCCC)=O)=O)C
Achromobactin	OC(C(CCC(NCCOC(CC(O)(C(O)=O)CC(NCCC(C(O)=O)NC(CCC(C(O)=O)=O)=O)=O)=O)=O)=O)=O
Maduraferrin	O=C(N1NCCCC1C2=O)C(N2C)CCCN(O)C(C(CO)NC(CNC(CCNC(C3=C(O)C=CC=C3)=O)=O)=O)=O
Rocagloic acid	COC1=C2C(OC(C(C3=CC=CC=C3)C(C(NCCCCO)=O)C4OC(C)=O)(C42O)C5=CC=C(OC)C=C5)=CC(OC)=C1
Viridiofungin A	CCCCCCCC(CCCCCC/C=C/C(C(NC(C(O)=O)CC1=CC=C(O)C=C1)=O)C(O)(C(O)=O)CC(O)=O)=O
Amphibine H	O=C(C(C(C)C)NC(C(C)NC)=O)N1CCC(C1C(NC2CC3=CC=CC=C3)=O)OC4=CC=C(OC)C(/C=C/NC2=O)=C4
Mauritine A	O=C1C2C(CCN2C(C(C(C)C)NC(C(N(C)C)C)=O)=O)OC(C=C3)=CC=C3/C=C\NC(C(C(C4=CC=CC=C4)O)N1)=O
Nummularine N	CN(C)CC(NC(C(C)C)C(N1C(C2CC1)C(NC(CC3=CC=CC=C3)C(N/C=C/C4=CC(O2)=CC=C4OC)=O)=O)=O)=O
Destruxins	O=C(C(CC=C)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(NC1=O)C(C)CC)=O)=O)=O)=O)N2C1CCCC2
Destruxins	O=C(C(CC=C)OC(CCNC(C(C)N(C)C(C(C(C)CC)N(C)C(C(NC1=O)C(C)CC)=O)=O)=O)=O)N2C1CCC2
Roseotoxin B	C=CCC1OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(C(CC)C)NC(C2C(C)CCN2C1=O)=O)=O)=O)=O)=O
Discarine B	O=C(C(NC(C(C(C)CC)N(C)C)=O)C(C(C)C)O1)NC(CC2=CNC3=C2C=CC=C3)C(NCC(O)C4=CC=C1C=C4)=O
Beauverolide C	CCCCCCC(C(CC(N1)=O)OC(C(C(CC)C)NC(C(NC(C1CC2=CC=CC=C2)=O)CC3=CC=CC=C3)=O)=O)C
Myxovirescin A<p2>1<p0>	C/C(C(OC(C(NCC(O)CC1O)=O)CCC)=O)=C\C(CCCCC(CCCC(CC)/C=C/C=C(CCC1O)/C)=O)C
2-Amino-9-methyl-4,8-eicosadiene-1,3-diol	CCCCCCCCCCC/C(C)=C/CC/C=C/C(O)C(NC(C(O)/C=C/CCCCCCCCCCCC)=O)CO
Gallinamide A	CCC(C)C(N(C)C)C(OC(CC(C)C)C(NC(CC(C)C)C(NC(C)/C=C/C(N1C(C=C(OC)C1C)=O)=O)=O)=O)=O
Tryptamine	O=C(CCCCCCCCCCCCCCCCCCCCCCC/C=C\CCCC)NCCC1=CNC2=C1C=CC=C2
1,2-Ethanediamine	O=C(NCCNC(CCCCCCCCCCCCCCCCC)=O)CCCCCCCCCCCCCCCCC
Chymostatin	N=C1NCCC(N1)C(NC(NC(CC2=CC=CC=C2)C(O)=O)=O)C(NC(C(C)C)C(NC(CC3=CC=CC=C3)C=O)=O)=O
Destruxin E; Destruxin DE; SB 242539	O=C(N(C)[C@H](C)C(NCC1)=O)[C@@H](C(C)C)N(C)C([C@@H]([C@@H](C)CC)NC([C@@]2([H])N(CCC2)C([C@](CC3OC3)([H])OC1=O)=O)=O)=O
Ergocristam	O=C(C1CCCN1C2=O)N(C2CC3=CC=CC=C3)C(C(NC(C(C=C45)CN(C)C4CC6=CNC7=CC=CC5=C76)=O)C(C)C)=O
Integerrine	CN(C)C(C(NC1C(C2=CC=CC=C2)OC(C=C3)=CC=C3/C=C\NC(C(NC1=O)CC4=CNC5=C4C=CC=C5)=O)=O)C(C)C
Destruxin-B	O=C(N(C)C(C)C(NCC1)=O)C(C(C)C)N(C)C(C(C(C)CC)NC([C@@]2([H])N(CCC2)C([C@](CC(C)C)([H])OC1=O)=O)=O)=O
Bursaphelocide A	O=C(N(C)C(C(NCCC(OC(C(N1CCCC1C(NC(C2=O)C(C)CC)=O)=O)C(CC)C)=O)=O)C)C(N2C)C(C)C
Destruxins	O=C(C(CC(C)C)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(C(C)CC)NC1=O)=O)=O)=O)=O)N2C1CCC2
Apicidin	O=C(NC(CCCCCC(CC)=O)C1=O)C2CCCCN2C(C(C(CC)C)NC(C(CC3=CNC4=C3C=CC=C4)N1)=O)=O
Myxovirescin A<p2>1<p0>	CC(C(OC(C(NCC(O)CC1O)=O)CCC)=O)CC(CCCCC(CCCC(CC)/C=C/C=C(CCC1O)/C)=O)C
Galaxamide	CN(C(C(NC(C(N(C)C(CC(C)C)C1=O)=O)CC(C)C)=O)CC(C)C)C(C(CC(C)C)NC(C(CC(C)C)N1)=O)=O
Geodiamolide A	O=C(NC(C)C(OC(C)CC(C)/C=C(C)/CC(C)C(NC(C1=O)C)=O)=O)C(N1C)CC(C=C2Br)=CC=C2O
Allosamidin	OCC1OC(C(C(O)C1O)NC(C)=O)OC(C(OC2OC3C(O)C4N=C(N)OC4C3CO)CO)C(O)C2NC(C)=O
Piceamycin	O=C1CC(/C=C/C=C\C=C/C(NCC2C)=O)(C)C(C(CC(SCC(NC(C)=O)C(O)=O)/C=C/C=C\C=C\C=C/2)=O)=C1O
Nephilatoxin 594	OC1=CC(O)=CC=C1CC(NC(CC(N)=O)C(NCCCCNCCCNCCCNC(C(N)CCCCN)=O)=O)=O
Theopederin G	C=C1C(C)C(C)OC(C(O)C(NC2OCOC3C2OC(CC(CCC/C=C/C=C/C(O)=O)=O)C(C)(C)C3OC)=O)(O)C1
Brevigellin	O=C(NC(CC(OC(C(C1=O)NC(C2=CC=CC=C2)=O)C)=O)C)CCCC3=CN(C(C4CCCN4C(C(N1)C)=O)=O)CC3
Chymostatin	N=C1NCCC(N1)C(NC(NC(CC2=CC=CC=C2)C(O)=O)=O)C(NC(C(C)C)C(NC(CC3=CC=CC=C3)CO)=O)=O
SP-Chymostatin B	OC(C(CC1=CC=CC=C1)NC(NC(C(NC(C(C)C)C(NC(C=O)CC2=CC=CC=C2)=O)=O)CCCNC(N)=N)=O)=O
SP-Chymostatin B	OC(C(CC1=CC=CC=C1)NC(NC(C(NC(C(C)C)C(NC(C=O)CC2=CC=CC=C2)=O)=O)CCCNC(N)=N)=O)=O
Destruxins	O=C(C(CC(C)CO)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(C(C)C)N1)=O)=O)=O)=O)N(CCC2)C2C1=O
Kahalalide V	O=C(N1C(C(NC2CCCNC(N)=N)=O)CCC1)C(NC(CC(OC2=O)CCCC(C)C)=O)CC3=CNC4=C3C=CC=C4
Lucentamycin B	C/C=C1C(C)C(C(NC(C(O)=O)CC2=CNC3=C2C=CC=C3)=O)N(C(C(NC(CC(C)C)=O)CCCCNC(N)=N)=O)C/1
Isariin-II; Factor-II; Isariin B	O=C(C(C(C)C)NC1=O)NC(CC(C)C)C(NC(C)C(NC(C(C)C)C(OC(CCCCCC)CC(NC1)=O)=O)=O)=O
Emericellamides	CC(C(C(NC(CC(C)C)C(NC(C)C(NC1C)=O)=O)=O)NC(CNC(CC(OC1=O)C(C)CCCCCC)=O)=O)C
Isariins	CC(C)CC(NC(C(C(C)C)NC(CN1)=O)=O)C(NC(C)C(NC(C(C)C)C(OC(CCCCCC)CC1=O)=O)=O)=O
Stevastelin C<p2>3<p0>	O=C(NC(C(N1)=O)C(O)C)C(NC(C(C(OC(C1=C)=O)C(C(O)CCCCCCCCCCCCC)C)C)=O)C(C)C
Myxovirescin A<p2>1<p0>	CC(C(OC(C(NCC(O)CC1O)=O)CCC)=O)CC(CCCCCCCCC(C)/C=C/C=C(COC)\CCC1O)C
Nikkomycin Q<p2>z<p0>	OC1=CN=C(C(C(C(C(NC(C(NC(C(O)=O)CCO)=O)C(C2O)OC(C2O)N3C=CC(NC3=O)=O)=O)N)C)O)C=C1
Cannabisin B	OC1=CC(C2C(C(NCCC3=CC=C(O)C=C3)=O)C(C(NCCC4=CC=C(O)C=C4)=O)=CC5=C2C=C(O)C(O)=C5)=CC=C1O
YIRF amide	NC(CC1=CC=C(O)C=C1)C(NC(C(CC)C)C(NC(CCCNC(N)=N)C(NC(CC2=CC=CC=C2)C(N)=O)=O)=O)=O
Ansatrienin B	C/C(C(C(C(C/C=C/C=C/C=C/C(CC(N1)=O)OC)OC(C(C)NC(CC(C)C)=O)=O)C)O)=C/CCC2=CC1=CC(O)=C2
Fusarochromanone	NC1=C2C(CC(C)(OC2=CC=C1C(CC(NC(C)=O)COC(CCCCCCCC/C=C/C=C/CCCCC)=O)=O)C)=O
Halipeptin C	CC(NC(C(C)(C)C(OC1=O)C(CCC(OC)CCC)C)=O)C2=NC(C(N(C)C(C(C)C)C(NC1C)=O)=O)(C)CS2
Bengamide Z	CC(C)/C=C/C(OC(CCCCCCCCCCCCCCC)=O)C(O)C(O)C(OC)C(NC1C(NCCCC1)=O)=O
Minalemines	NC(NCCCCCNC(CC(CCCCCCC)NCC(NC(CC(C)C)C(NCCCCNC(N)=N)=O)=O)=O)=N
Cyclothialidines	O=C(OCC(NC(C(C(O)CC1)N1C(C(N)C)=O)=O)C2=O)C3=C(CSCC(C(NCC(O)=O)=O)N2)C(O)=CC(O)=C3
Theopederin G	C=C1C(C)C(C)OC(C(O)C(NC2OCOC3C2OC(CC(O)CCC/C=C/C=C/C(O)=O)C(C)(C)C3OC)=O)(O)C1
SP-Chymostatin B	OC(C(CC1=CC=CC=C1)NC(NC(C(NC(C(C)C)C(NC(CO)CC2=CC=CC=C2)=O)=O)CCCNC(N)=N)=O)=O
