NAME	Molecular Weight	SMILE Format	SOURCE	ACTIVITY
6'-N-Methylbutirosin-B; NMB-B	569.609	O=C([C@](O)([H])CCN)N[C@H](C1)[C@H](O)[C@@H](O[C@H](O[C@@H]2CO)[C@H](O)[C@@H]2O)[C@@H]([C@H]1N)O[C@@H](O[C@H](CNC)[C@H]3O)[C@H](N)[C@H]3O	B.circulans+6-N-methylneamine	(S. aureus, .4) (B. subt., 1.6) (E. coli, .4) (Ps. aerug., 1.6) (Shyg., 08)
Gentamicin B	569.609	NCC(OC(C1O)OC(C(C2OC(C3O)OCC(C3NC)(O)C)O)C(CC2NC(C(CN)O)=O)N)C(C1O)O		
Leucylglycylprolylalanylglycylarginine	569.664	NC(CC(C)C)C(NCC(N1C(CCC1)C(NC(C)C(NCC(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O		
Hysodricanine B	569.703	O=C(N1C(C(N/C=C\2)=O)CCC1)C3N(C(C(C(CC)C)NC(C(N(C)C)C)=O)=O)CCC3OC4=CC=C(OC)C2=C4		
Hysodricanine C	569.703	O=C1C2N(CCC2)C(C3C(CCN3C(C(C(C)CC)NC(C(C)N(C)C)=O)=O)OC4=CC(/C=C\N1)=C(OC)C=C4)=O		
Sativanine D	569.703	COC1=C2/C=C\NC(C(C(CC)C)NC(C3N(CCC3OC(C=C1)=C2)C(C(C(C)C)N4C(C(C)N(C)C4)=O)=O)=O)=O		
Mauritine K	569.747	O=C(NC1C(C)CC)C2N(C(C(NC(C(N)C(CC)C)=O)C(C)CC)=O)CCC2OC3=CC=C(/C=C\NC1=O)C=C3		
Astin	570.468	O=C(NC(CC)C(N1CC2Cl)=O)CC(C3=CC=CC=C3)NC(C(CO)NC(C(NC(C1C2Cl)=O)CC)=O)=O		
Antibiotic TMC 2A	570.599	OC1=CC2=C(CN(C(C(N)CC3=CNC4=CC=CC=C34)=O)C(C(NC(CC(CO)CO)C(O)=O)=O)C2)C(O)=C1OC		
Saframycin Mx 1	570.643	COC(C(C)=C1O)=C(C(C(N2C)C3CC(C(C(C)=C(C4=O)OC)=O)=C4C5CNC(C(N)C)=O)=C1C(C2CN35)OC)O		
Chlamydocin	570.687	CC1(C)NC(C(CCCCCC(C(OC(C)=O)C)=O)NC(C(CCC2)N2C(C(CC3=CC=CC=C3)NC1=O)=O)=O)=O		
Bistratamide A	570.727	O=C(NC(C1=NC(C(NC(C2=NC3CS2)CC4=CC=CC=C4)=O)CS1)C)C(C5C)N=C(O5)C(NC3=O)C(C)C		
Bengamide Z	570.768	CC(C)/C=C/C(O)C(O)C(O)C(OC)C(NC1C(NCC(OC(CCCCCCCCCCCC)=O)CC1)=O)=O		
2-Hydroxybutirosin	571.581	O=C([C@](O)([H])CCN)N[C@H]([C@H]1O)[C@H](O)[C@@H](O[C@H](O[C@@H]2CO)[C@H](O)[C@H]2O)[C@H](O[C@@H](O[C@H](CN)[C@H]3O)[C@H](N)[C@H]3O)[C@H]1N	B.circulans+streptamine	(S.aureus, ) (E.coli, 16) (K.pneum., .5) (P.vulg., 16) (Ps.aer., 2)
Ribostamycin	571.581	OC1C(OC(CO)C1O)OC2C(C(N)C(O)C(NC(C(O)CCN)=O)C2O)OC3C(N)C(O)C(O)C(CN)O3		
JBIR 16	571.587	CN1CCCC(NC(CNC(C(NC(C2=C(O)C(O)=CC=C2)=O)CCCNC(C3=C(O)C(O)=CC=C3)=O)=O)=O)C1=O		
Glomecidin	571.635	OC1CNN(C(C(N2)CC3=CNC=N3)=O)C(C(NC(C(NC(C(C)CC)C2=O)=O)CC4=CC=C(OC)C=C4)=O)C1O		
Fellutamide A	571.716	O=CC(NC(C(NC(C(NC(CC(CCCCCCCCC)O)=O)CC(N)=O)=O)C(O)CC(N)=O)=O)CC(C)C		
Cyclochlorotine; Chlorine-containing peptide; Cl-peptide	572.44	O=C(NC(CC)C(NC(C(NC(C1=CC=CC=C1)C2)=O)CO)=O)C(C3Cl)N(CC3Cl)C(C(CO)NC2=O)=O	Penicillium islandicum	(mycotoxin)
Islanditoxin; A II	572.44	O=C(NC(C1=CC=CC=C1)CC(NC2CC)=O)C([C@H]3Cl)N(C[C@@H]3Cl)C(C(CO)NC(C(CO)NC2=O)=O)=O	Penicillium islandicum	(mycotoxin)
84-B-3	572.517	O=C1N[C@@H]([C@@H](O[C@@H]2CO)O[C@H]3[C@@H](CO)OC([C@H](O)[C@H]3O)N(C(CO)C4O)C(C(O)C(O)C1O)C4O)[C@H](O)[C@H]2O	S.rameus ATCC 21273	(bacteria, -) (plant viruses, 100)
Antibiotic IC 202A	572.748	NCCCCCN(O)C(CCC(NCCCCCN(C(CCC(NCCCCC/[N+]([O-])=C/CCC)=O)=O)O)=O)=O		
Nephilatoxin 1	572.755	O=C(NC(CC(N)=O)C(NCCCCCNC(CCNCCCCNCCCN)=O)=O)CC1=CNC2=C1C=CC=C2		
Fusarochromanone	572.787	NC1=C2C(CC(C)(OC2=CC=C1C(CC(NC(C)=O)COC(CCCCCCCCCCCCC(C)C)=O)=O)C)=O		
Cryptophycin 6	573.083	OC(C(C1=CC=CC=C1)O2)C(C)C2C/C=C/C(NC(C(NCC(C(OC)=O)C)=O)CC3=CC=C(OC)C(Cl)=C3)=O		
Theopederin B	573.68	C=C1C(C)C(C)OC(C(O)C(NC2OCOC3C2OC(CC(O)CCCC(OC)=O)C(C)(C)C3OC)=O)(OC)C1		
Dolastatin-D	573.731	O=C([C@H](C(C)C)OC1=O)N(C)[C@@H](C(C)C)C(O[C@@H](CC2=CC=CC=C2)C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C)[C@H]1C)=O)=O)=O	Dolabella auricularia (sea hare)	(HeLa-S3 cells, IC50 0.25) (cytotoxic, )
Leualacin	573.731	CC(C)CC(C(OC(C(N1C)=O)CC(C)C)=O)NC(C(OC(CCNC(C1CC2=CC=CC=C2)=O)=O)CC(C)C)=O		
Amphibine A	573.738	CC(C(C1NC(C(N(C)C)CC2=CNC3=CC=CC=C23)=O)OC4=CC=C(/C=C\NC(C(NC1=O)C(CC)C)=O)C=C4)C		
Discarine B	573.738	O=C(C(NC(C(C(C)CC)N(C)C)=O)C(C(C)C)O1)NC(CC2=CNC3=C2C=CC=C3)C(N/C=C\C4=CC=C1C=C4)=O		
^b,^b-Ergoannam	573.738	CCC(C)C1N(C(C2CCCN2C1=O)=O)C(C(C(CC)C)NC(C3CN(C)C4C(C5=C6C(NC=C6C4)=CC=C5)=C3)=O)=O		
Nummularine K	573.738	O=C(NC1CC(C)C)C(NC(C(CC2=CNC3=C2C=CC=C3)N(C)C)=O)C(C(C)C)OC4=CC=C(/C=C\NC1=O)C=C4		
Texensine	573.738	CC(C)CC(C(NC(C(NC1CC2=CNC3=C2C=CC=C3)=O)C(C(C)C)OC4=CC=C(/C=C\NC1=O)C=C4)=O)N(C)C		
3'-Chloro-3'-deoxybutirosin A	574.025	O=C([C@@H](O)CCN)N[C@H](C1)[C@H](O)[C@@H](O[C@H](O[C@@H]2CO)[C@H](O)[C@H]2O)[C@@H]([C@H]1N)O[C@@H](O[C@H](CN)[C@H]3O)[C@H](N)[C@H]3Cl	B.vitelinus + 3'-Chloroneamine,B. circulans	(g-pos., )
Ribostamycin	574.025	OC(C1OC2OC(C(C2O)O)CO)C(NC(C(O)CCN)=O)CC(C1OC(C(C3Cl)N)OC(C3O)CN)N		
Dysidenin	574.204	ClC(Cl)(Cl)C(C)CC(N(C)C(CC(C)C(Cl)(Cl)Cl)C(NC(C(C)C)C1=NC=CS1)=O)=O		
Microginin 91A	575.188	OC(C(CCCCCCCCl)N)C(NC(C(C)CC)C(N(C)C(CC(C)C)C(N1CCCC1C(O)=O)=O)=O)=O		
Foroxymithine	575.576	O=CN(O)CCCC(NC(C)=O)C(NC(CO)C(N(O)CCCC1NC(C(NC1=O)CCCN(O)C=O)=O)=O)=O		
Viridiofungin A	575.699	CCCCCCCC(CCCCCC/C=C/C(C(NC(C(O)=O)CC1=CC=CC=C1)=O)C(O)(C(O)=O)CC(O)=O)=O		
Detoxin D<p2>1<p0>	575.703	OC(CC(OC(C(NC(C(CC)C)=O)CC1=CC=CC=C1)=O)C2C(CCN2C(C(C(C)C)N)=O)OC(CCC)=O)=O		
Mauritine A	575.71	O=C1N/C=C\C2=CC=C(C=C2)OC3CCN(C(C(C(C)C)NC(C(C)N(C)C)=O)=O)C3C(NC1CC4=CC=CC=C4)=O		
Carolisterol A	575.714	OC12CC(O)CCC1(C3CCC(C)(C4C(C)CCC(NC(CO)CS(=O)(O)=O)=O)C(C3CC2=O)C(C4O)O)C		
Peritoxin A	575.821	CC(O)CC(Cl)C(C1C(C(O)=O)Cl)(Cl)C1C(NC(CC(O)=O)C(NC2C(NCC(N)CC2O)=O)=O)=O		
Sulfobacin B	575.934	OC(C(CS(=O)(O)=O)NC(CCCCCCCCCCCC(C)C)=O)CCCCCCCCCCCC(C)C		
Monobactam-XI; M 138; SQ 26812	577.503	O=C([C@](NC([C@H](NC(C)=O)C(C(C=C1)=CC=C1OS(=O)(O)=O)OS(=O)(O)=O)=O)(OC)C2)N2S(=O)(O)=O	[B] Agrobacterium radiobacter sc 11742	(S. aureus, ) (g-neg., ) (antibacteria)
Antibiotic M 138	577.503	OS(OC1=CC=C(C(OS(=O)(O)=O)C(C(NC2(CN(S(=O)(O)=O)C2=O)OC)=O)NC(C)=O)C=C1)(=O)=O		
Ravidomycin	577.586	OC1C(NC(C)=O)C(OC(C)=O)C(C)OC1C2=C(C(O3)=C(C=C4OC)C5=C(C=C(C=C)C=C5OC)C3=O)C4=C(O)C=C2		
Saframycin Y<p2>D-1<p0>	577.638	O=C(C(OC)=C1C)C(C(N2C)C(N3C4CNC(C(CC)N)=O)CC(C(C(C)=C5OC)=O)=C4C5=O)=C(CC2C3C#N)C1=O		
Destruxin A	577.723	O=C(N(C)C(C)C(NCC1)=O)C(C(C)C)N(C)C(C(C(C)CC)NC([C@@]2([H])N(CCC2)C([C@](CC=C)([H])OC1=O)=O)=O)=O	Metarhizium anisopliae, Asp.ochraceus, Oospora destructor,	(insecticidal, ) (immunomodulator, )
Carolisterol A	577.73	OC12CC(O)CCC1(C3CCC(C)(C4C(C)CCC(NC(CO)CS(=O)(O)=O)=O)C(C3CC2O)C(C4O)O)C		
Haterumalide NE	578.07	C/C(C(C1)OC(C)=O)=C/C/C=C(Cl)/CCC2CC(OC1=O)C(C(O)/C=C(CC(NCCS(=O)(O)=O)=O)\C)O2		
Nostoginin BN578	578.751	CCCCCC(N)C(O)C(NC(C(C)C)C(N(C)C(C(CC)C)C(N(C)C(CC1=CC=C(O)C=C1)C(O)=O)=O)=O)=O		
Denticin A	579.668	[O-]S(OC1=CC=C(COC(C(NC(C(CC2=CC=CC=C2)[N+](C)(C)C)=O)CC3=CNC4=C3C=CC=C4)=O)C=C1)(=O)=O		
Destruxins	579.695	O=C(C(CC1CO1)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(NC2=O)C(C)C)=O)=O)=O)=O)N3C2CCC3		
Integerrine	579.701	O=C1C(CC2=CNC3=C2C=CC=C3)NC(C(NC(C(C(C)C)NC)=O)C(C4=CC=CC=C4)OC5=CC=C(/C=C\N1)C=C5)=O		
Destruxins	579.739	O=C(C(CC(C)C)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(C(C)C)N1)=O)=O)=O)=O)N(CCC2)C2C1=O		
Apicidin	579.742	O=C(NC(CCCCCC(CC)=O)C1=O)C2N(CCC2)C(C(C(CC)C)NC(C(CC3=CNC4=C3C=CC=C4)N1)=O)=O		
Seragamide A	580.119	ClC1=CC(CC(C(NC(C(OC(CC(C)/C=C(C)/CC(C(NC2C)=O)C)C)=O)C(O)C)=O)N(C)C2=O)=CC=C1O		
Geodiamolide D	580.52	BrC1=CC(CC(NC(C(NC2=O)C)=O)C(NC(C)C(OC(C)CC(C)/C=C(C)/CC2C)=O)=O)=CC=C1O		
Pithomycolide	580.678	O=C(OC(C(C)C)C(N(C)C(C)C(NC(C(C)C)C(OC(C1)C2=CC=CC=C2)=O)=O)=O)CC(C3=CC=CC=C3)OC1=O		
Hordatine B	580.69	O=C(C1C(OC2=C(OC)C=C(/C=C\C(NCCCCNC(N)=N)=O)C=C21)C3=CC=C(O)C=C3)NCCCCNC(N)=N		
Antibiotic WSS 2220	580.697	O=C(C(CC1=CC=CC=C1)NC(C(C(C(C)=O)CS(=O)(O)=O)N2)=O)NC(C(NC(C(C)CC)C2=O)=O)C(CC)C		
Oscillaginin A	580.723	CCCCCCCC(N)C(O)C(NC(CO)C(N(C)C(C(C)C)C(NC(C(O)=O)CCC1=CC=C(O)C=C1)=O)=O)=O		
Bacillaene	580.766	O=C(N/C(C)=C/C=C/C=C/C(C)C(O)=O)CC(/C(C)=C\C=C/C=C(C)/C=C/C=C\C=C\CNC(C(O)CC(C)C)=O)O		
Isariins	581.755	CC(C)CC(NC(C(C(C)C)NC(CN1)=O)=O)C(NC(C)C(NC(CC)C(OC(CCCCCC)CC1=O)=O)=O)=O		
Isariins	581.755	CC(C)CC(NC(C(C(C)C)NC(CN1)=O)=O)C(NC(C)C(NC(C(C)C)C(OC(CCCCC)CC1=O)=O)=O)=O		
Myxovirescin E	581.791	O=C([C@H]1C)O[C@@H](CCC)C(NC[C@@H](O)C[C@H](O)[C@H](O)CC/C(COC)=C/C=C/[C@H](CC)CCCC(CCCC1)=O)=O	[B] Myxococcus virescens mx v48 (DSM 1888), Ms v48-m8 (DSM 2177)	
Myxovirescin G<p2>1<p0>	581.835	CC(C(OC(C(NCC(CC1O)O)=O)CCC)=O)CC(CCCCCCC(CC)/C=C/C=C(COC)\CCC1O)C		
2-Amino-1,3-octadecanediol	581.967	CCCCCCCCCCCCCCCC(O)C(NC(C(O)/C=C/CCCCCCCCCCCCCC)=O)CO		
Aralionine A	582.701	CN(C)C(C(CC)C)C(NC1C(NC(C(C2=CC=CC=C2)=O)C(N/C=C\C3=CC=C(OC1C4=CC=CC=C4)C=C3)=O)=O)=O		
Jubanine B	582.701	COC1=C(/C=C/NC(C(N2)CC3=CC=CC=C3)=O)C=C(OC(CCN4C(C(N(C)C)CC5=CC=CC=C5)=O)C4C2=O)C=C1		
<h1>Aspergillus niger<h0> Diketopiperazine dimer	582.705	O=C(C(C(C)C)N1)N2C3NC4=C(C3(C56C7=C(NC5N(C(C(CC(C)C)NC8=O)=O)C8C6)C=CC=C7)CC2C1=O)C=CC=C4		
Hydroxypseudomonic acid-C amide	582.735	O=C(NCCC1)C1NC(CCCCCCCOC(/C=C(C)/[C@H](O)[C@H](OC[C@@H]2C/C=C/[C@@H](C)[C@H](C)O)[C@H](O)[C@@H]2O)=O)=O	[B] marine Alteromonas sp., Ps.fluorescens	(S.aureus, ) (E.coli, )
Bengamide Z	582.823	CC(C)/C=C/C(OC(CCCCCCCCCCCCC)=O)C(O)C(O)C(OC)C(NC1C(N(C)CCCC1)=O)=O		
Antibiotic A 500359A	583.551	OC1=NC(N(C2OC(C(C(N)=O)OC3C(O)C(O)C=C(C(NC4CCCC(C)NC4=O)=O)O3)C(OC)C2O)C=C1)=O		
Zizyphine K	583.73	O=C(C1N2CCC1)N/C=C\C3=CC(OC4CCN(C(C(NC(C(N(C)C)C(C)C)=O)C(C)CC)=O)C4C2=O)=CC=C3O		
Antibiotic 1656G	583.771	O=CC(NC(C(CCC(N)=O)NC(C(CC(N)=O)NC(CC(O)CCCCCCCCCCC)=O)=O)=O)CC(C)C		
Aplidamide A	583.773	O=C(CCNC(CCC/C=C/C=C/C1C(/C=C/C=C/C(OC)=O)C(CCC2)C2C=C1)=O)NCCC3=CNC4=C3C=CC=C4		
Saframycin Mx 1	584.626	COC(C1=O)=C(C(C2=C1C(N(C3C2OC)C)C(N4C3O)CC(C(C(C)=C5OC)=O)=C(C5=O)C4CNC(C(N)C)=O)=O)C		
Acinetoferrin	584.711	CCCCC/C=C/C(N(O)CCCNC(CC(O)(C(O)=O)CC(NCCCN(O)C(/C=C/CCCCC)=O)=O)=O)=O		
Cyl-1	584.714	COC1=CC=C(C=C1)CC2NC(C(CCCCCC(C3OC3)=O)NC(C4N(CCC4)C(C(NC2=O)C(C)CC)=O)=O)=O		
Nocardamine	584.715	O=C(NCCCCCN(O)C(CCC1=O)=O)CCC(N(O)CCCCCNC(CCC(NCCCCCN1)=O)=O)=O		
Aralionine A	584.717	O=C(NC1C(C2=CC=CC=C2)O)C(NC(C(N(C)C)C(CC)C)=O)C(C3=CC=CC=C3)OC(C=C4)=CC=C4/C=C\NC1=O		
Scutianine D	584.717	CC(C)C1C(NC(C(CC2=CC=CC=C2)N(C)C)=O)C(NC(C(O)C3=CC=CC=C3)C(N/C=C\C4=CC=C(O1)C=C4)=O)=O		
<h1>N<h0>-Alkylvaline <h1>N<h0>-butylglucosamine esters	584.795	OCC1OC(OC(C(NC(CCC/C=C\CCCCCCCCCC)=O)C(C)C)=O)C(NC(CCC)=O)C(O)C1O		
Bengamide Z	584.795	CC(C)/C=C/C(O)C(O)C(O)C(OC)C(NC1C(NCC(OC(CCCCCCCCCCCCC)=O)CC1)=O)=O		
4,5-Dihydroxytryptamine	584.93	OC1=C(O)C2=C(NC=C2CCNC(CCCCCCCCCCCCCCCCCCCCCCCCCC)=O)C=C1		
Microginin AL584	585.139	OC1=CC=C(CC(C(O)=O)NC(C(C(C)C)N(C)C(C(C)NC(C(O)C(N)CCCCCCCCl)=O)=O)=O)C=C1		
Kanamycin A	585.608	NC(C1OC2OC(C(C(C2O)O)O)CN)CC(NC(C(CCN)O)=O)C(C1O)OC(C(C(N)C3O)O)OC3CO		
Nummularine P	585.702	O=C(C(C(C)C)NC(C(C)N(C=O)C)=O)N(C12)CCC1OC3=CC(/C=C/NC(C(CC(C)C)NC2=O)=O)=C(C=C3)OC		
Sativanine C	585.702	COC1=CC=C(OC(CCN2C(C(C(C)C)NC(C(N(C=O)C)C)=O)=O)C2C3=O)C=C1/C=C\NC(C(C(C)CC)N3)=O		
Matlystatin A<p2>1<p0>	585.761	O=C(N)CC(C(N1C(CCCN1)C(NC(C(CCSCC(C(O)=O)NC(C)=O)=O)C(CC)C)=O)=O)CCCCC		
Angiolam A	585.782	CC(CCC(C(C(O)C(C)/C=C(C)/C(OC(CCC(C(C1)=O)C)/C=C/C(C)CCC(/C(C)=C/C=C)=O)=O)C)=O)NC1=O		
Triseramide	585.797	OC1CCC2(C)C(C(O)CC3(O)C2CCC4(C)C3C(O)CC4C(/C=C/C(C)C(C)C(NCCS(=O)(O)=O)=O)C)C1		
Astin	586.467	O=C(NC(CC)C(N(C1C(NC(C(N2)=O)C(O)C)=O)CC(C1Cl)Cl)=O)CC(C3=CC=CC=C3)NC(C2CO)=O		
Polyoxin-K	586.511	O=C(NC1=O)N(C=C1)[C@@H]([C@H](O)[C@@H]2O)O[C@@H]2[C@@](NC([C@@H](N)[C@H](O)[C@@H](O)COC(N)=O)=O)([H])C(N3[C@@H](/C(C3)=C/C)C(O)=O)=O	S.cacaoi-asoensis	(Phyt.fungi, 1.56) (antifungal)
Polyoxin A	586.511	O=C(C(C(C(COC(N)=O)O)O)N)NC(C(OC1N2C=CC(NC2=O)=O)C(C1O)O)C(N3C/C(C3C(O)=O)=C\C)=O		
Saframycin Mx 1	586.642	COC(C(C)=C(C1=C2C(N(C3C1OC)C)C(N4C3O)CC(C(C(C)=C5OC)=O)=C(C5=O)C4CNC(C(N)C)=O)O)=C2O		
Demethylenenocardamine	586.687	O=C(NCCCCCN(O)C(CCC(NCCCCN(O)C(CC1)=O)=O)=O)CCC(N(O)CCCCCNC1=O)=O		
Aerucyclamide D	586.744	O=C(C1=CSC2=N1)NC(CCSC)C3=NC(C(NC(C4=NC(C(NC2)=O)C(C)O4)CC5=CC=CC=C5)=O)CS3		
Sansalvamide	586.774	CC(C)C(NC(C(CC(C)C)O1)=O)C(NC(CC(C)C)C(NC(CC2=CC=CC=C2)C(NC(CC(C)C)C1=O)=O)=O)=O		
Pederin	587.707	C=C(C1C)CC(C(C(NC(OC)C(OC2CC(OC)COC)CC(C2(C)C)OC(C)=O)=O)OC(C)=O)(OC)OC1C		
Depsipeptide 1962A	587.718	O=C(NCC(NC(CC(C)C)C(OC(CC(C)C)C1=O)=O)=O)C(NC(C(NC(CN1)=O)C(C)C)=O)CC2=CC=CC=C2		
Nummularine R	587.721	CC(CC)C(C(N/C=C\C1=C(C=CC(OC2CCN(C23)C(C(N(C)C)CC4=CNC5=C4C=CC=C5)=O)=C1)OC)=O)NC3=O		
Sativanine E	587.721	CC(C)CC(NC(C1C2CCN1C(C(N(C)C)CC3=CNC4=C3C=CC=C4)=O)=O)C(N/C=C/C5=C(OC)C=CC(O2)=C5)=O		
Glycylalanylprolylmethionylphenylalanylvalinamide	587.722	NCC(NC(C)C(N1C(CCC1)C(NC(C(C)C)C(NC(CC2=CC=CC=C2)C(NC(C(C)C)C(N)=O)=O)=O)=O)=O)=O		
Angiolam A	587.798	C=C/C=C(C)/C(O)CCC(C)/C=C/C1CCC(C)C(CC(NC(C)CCC(C(C)C(O)C(C)/C=C(C)/C(O1)=O)=O)=O)=O		
Cyclochlorotine	588.439	O=C(NC(C(N1C(C(NC(C(O)C)C(NC2CO)=O)=O)C(Cl)C(Cl)C1)=O)CO)CC(C3=CC=CC=C3)NC2=O		
Alternaramide	588.705	O=C(NC(CC1=CC=CC=C1)C(N2C3CCC2)=O)C4CCCN4C(C(CC5=CC=CC=C5)NC(C(C(C)C)OC3=O)=O)=O		
Trapoxin B	588.705	O=C(N1CCCC1C(NC2CCCCCC(C3OC3)=O)=O)C(NC(C(NC2=O)CC4=CC=CC=C4)=O)CC5=CC=CC=C5		
Xylopyrine C	588.708	O=C1N/C=C\C2=CC=C(OC(C3=CC=CC=C3)C(NC(C(CC4=CC=CC=C4)NC)=O)C(NC1CC5=CC=CC=C5)=O)C=C2		
Nephilatoxin 1	588.754	O=C(C(CC(N)=O)NC(CC1=CNC2=C1C=CC(O)=C2)=O)NCCCCCNC(CCNCCCCNCCCN)=O		
1,2-Ethanediamine	589.006	O=C(CCCCCCC/C=C/CCCCCCCC)NCCNC(CCCCCCC/C=C/CCCCCCCC)=O		
Detoxin D<p2>1<p0>	589.73	OC(CC(OC(C(NC(C(CC)C)=O)CC1=CC=CC=C1)=O)C2C(CCN2C(C(C(C)C)N)=O)OC(CC(C)C)=O)=O		
Mauritine H	589.737	O=C(N1C(C(CC1)OC(C=C2)=CC=C2/C=C\NC(C3CC4=CC=CC=C4)=O)C(N3)=O)C(NC(C(N(C)C)C)=O)CC(C)C		
Cruentaren A	589.77	O=C1C(C(O)=CC(OC)=C2)=C2CC(O)C(C)C/C=C\CC(C(C)C(O)C(C)C/C=C\CNC(C(C)C(O)CCC)=O)O1		
Cruentaren B	589.77	COC1=CC2=C(C(OC(C(C)C/C=C\CC(O)C(C)C(O)C(C)C/C=C\CNC(C(C)C(O)CCC)=O)C2)=O)C(O)=C1		
Angiolam A	589.814	CC(CCC(C(C(O)C(C)/C=C(C)/C(OC(CCC(C(C1)=O)C)/C=C/C(C)CCC(/C(C)=C/CC)O)=O)C)=O)NC1=O		
Cryptophycin 4	590.717	O=C(C(CC(C)C)OC(C(C)CN1)=O)OC(C/C=C/C(NC(CC2=CC=C(O)C=C2)C1=O)=O)C(C)/C=C/C3=CC=CC=C3		
Cyclomicrophylline I	590.849	CC1(CO)C(NC(C(C)C)=O)CCC2(C3)C1C=CC4C23CCC5(C)C4(C)CC(OC(C6=CC=CC=C6)=O)C5C(N(C)C)C		
Lipogrammistin A	590.938	CCC(C(N(CCCCCN(CCCN1)C(C(C)CC)=O)CCCNC(CC1C/C=C/CCCCCCCC)=O)=O)C		
Achromobactin	591.479	OC(C(CCC(NCCOC(CC(O)(C(O)=O)CC(NCCC(C(O)=O)NC(CCC(C(O)=O)=O)=O)=O)=O)=O)=O)=O		
Maduraferrin	591.622	O=C(N1NCCCC1C2=O)C(N2C)CCCN(O)C(C(CO)NC(CNC(CCNC(C3=C(O)C=CC=C3)=O)=O)=O)=O		
Rocagloic acid	591.657	COC1=C2C(OC(C(C3=CC=CC=C3)C(C(NCCCCO)=O)C4OC(C)=O)(C42O)C5=CC=C(OC)C=C5)=CC(OC)=C1		
Viridiofungin A	591.698	CCCCCCCC(CCCCCC/C=C/C(C(NC(C(O)=O)CC1=CC=C(O)C=C1)=O)C(O)(C(O)=O)CC(O)=O)=O		
Amphibine H	591.709	O=C(C(C(C)C)NC(C(C)NC)=O)N1CCC(C1C(NC2CC3=CC=CC=C3)=O)OC4=CC=C(OC)C(/C=C/NC2=O)=C4		
Mauritine A	591.709	O=C1C2C(CCN2C(C(C(C)C)NC(C(N(C)C)C)=O)=O)OC(C=C3)=CC=C3/C=C\NC(C(C(C4=CC=CC=C4)O)N1)=O		
Nummularine N	591.709	CN(C)CC(NC(C(C)C)C(N1C(C2CC1)C(NC(CC3=CC=CC=C3)C(N/C=C/C4=CC(O2)=CC=C4OC)=O)=O)=O)=O		
Destruxins	591.75	O=C(C(CC=C)OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(NC1=O)C(C)CC)=O)=O)=O)=O)N2C1CCCC2		
Destruxins	591.75	O=C(C(CC=C)OC(CCNC(C(C)N(C)C(C(C(C)CC)N(C)C(C(NC1=O)C(C)CC)=O)=O)=O)=O)N2C1CCC2		
Roseotoxin B	591.75	C=CCC1OC(CCNC(C(C)N(C)C(C(C(C)C)N(C)C(C(C(CC)C)NC(C2C(C)CCN2C1=O)=O)=O)=O)=O)=O		
Discarine B	591.753	O=C(C(NC(C(C(C)CC)N(C)C)=O)C(C(C)C)O1)NC(CC2=CNC3=C2C=CC=C3)C(NCC(O)C4=CC=C1C=C4)=O		
Beauverolide C	591.793	CCCCCCC(C(CC(N1)=O)OC(C(C(CC)C)NC(C(NC(C1CC2=CC=CC=C2)=O)CC3=CC=CC=C3)=O)=O)C		
Myxovirescin A<p2>1<p0>	591.83	C/C(C(OC(C(NCC(O)CC1O)=O)CCC)=O)=C\C(CCCCC(CCCC(CC)/C=C/C=C(CCC1O)/C)=O)C		
2-Amino-9-methyl-4,8-eicosadiene-1,3-diol	591.962	CCCCCCCCCCC/C(C)=C/CC/C=C/C(O)C(NC(C(O)/C=C/CCCCCCCCCCCC)=O)CO		
Gallinamide A	592.778	CCC(C)C(N(C)C)C(OC(CC(C)C)C(NC(CC(C)C)C(NC(C)/C=C/C(N1C(C=C(OC)C1C)=O)=O)=O)=O)=O		
Tryptamine	592.997	O=C(CCCCCCCCCCCCCCCCCCCCCCC/C=C\CCCC)NCCC1=CNC2=C1C=CC=C2		
1,2-Ethanediamine	593.038	O=C(NCCNC(CCCCCCCCCCCCCCCCC)=O)CCCCCCCCCCCCCCCCC		
Chymostatin	593.685	N=C1NCCC(N1)C(NC(NC(CC2=CC=CC=C2)C(O)=O)=O)C(NC(C(C)C)C(NC(CC3=CC=CC=C3)C=O)=O)=O		
Destruxin E; Destruxin DE; SB 242539	593.722	O=C(N(C)[C@H](C)C(NCC1)=O)[C@@H](C(C)C)N(C)C([C@@H]([C@@H](C)CC)NC([C@@]2([H])N(CCC2)C([C@](CC3OC3)([H])OC1=O)=O)=O)=O	[F] Metarhizium anisopliae 	(insecticidal, ) (immunomodulator, ) (osteoporosis, ) (inhib. V-type ATPase, )
Ergocristam	593.728	O=C(C1CCCN1C2=O)N(C2CC3=CC=CC=C3)C(C(NC(C(C=C45)CN(C)C4CC6=CNC7=CC=CC5=C76)=O)C(C)C)=O		
Integerrine	593.728	CN(C)C(C(NC1C(C2=CC=CC=C2)OC(C=C3)=CC=C3/C=C\NC(C(NC1=O)CC4=CNC5=C4C=CC=C5)=O)=O)C(C)C		
